survey_id,survey_submitted_at,trip_start_date,trip_finish_date,hotel_name,hotel_code,hotel_trip_other_name,hotel_any_other,hotel_ritz_carlton,hotel_super_eight,hotel_embassy_suites,hotel_days_inn,hotel_hampton_inn,hotel_quality_inn,hotel_marriott,hotel_holiday_inn,hotel_omni,hotel_hilton,hotel_millenium,hotel_radisson,hotel_hyatt,hotel_fairfield_inn,hotel_ramada_inn,hotel_drury_inn,hotel_four_seasons,hotel_best_western,hotel_past_other_name,hotel_selection_cost,hotel_selection_bar,hotel_selection_distance_to_parks,hotel_selection_in_room_dining,hotel_selection_food_court,hotel_selection_sit_down_dining,hotel_selection_fine_dining,hotel_selection_parks_shuttle,hotel_selection_airport_shuttle,hotel_selection_in_room_kitchen,hotel_selection_room_size,hotel_selection_multiple_bedroom_suites,hotel_selection_spa_fitness_center,hotel_selection_pool,hotel_selection_theme,hotel_selection_kids_activities,hotel_selection_location_on_property,hotel_selection_other_string,hotel_selection_other_rating,hotel_satisfied_room_cleanliness,hotel_satisfied_room_size,hotel_satisfied_room_quietness,hotel_satisfied_beds_pillows,hotel_satisfied_pool_size,hotel_satisfied_pool_crowds,hotel_satisfied_pool_cleanliness,hotel_satisfied_parks_shuttle,hotel_satisfied_airport_shuttle,hotel_satisfied_check_in_out_process,hotel_satisfied_staff,hotel_satisfied_recreation_amenities,hotel_satisfied_food_court_overall,hotel_satisfied_food_court_value,hotel_satisfied_find_your_way_around,hotel_satisfied_child_services,hotel_satisfied_sit_down_dining,hotel_satisfied_other_string,hotel_satisfied_other_rating,hotel_satisfaction_code,hotel_stay_again,hotel_recommendation_code,hotel_room_number,hotel_room_connecting,hotel_room_connecting_room_number,hotel_room_bed_code,user_id,party_members,hometown,how_many_trips,ip_address
27080,2017-11-09T14:33:45Z,2017-10-28,2017-11-05,Disney's Wilderness Lodge,ORL017,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,2,,,,,,,3,,,,,,1,4,,5,,,5,5,4,5,5,5,4,4,,4,5,5,4,3,5,,3,,,very_satisfied,1,will_definitely_recommend,6054,0,,two_queen,274462,F7|F10|F39|M39,"Lansing, MI",6,
27081,2017-11-09T15:14:32Z,2017-10-21,2017-11-05,Shades of Green at Walt Disney World,ORL022,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,1,5,1,1,1,1,1,5,1,5,1,,1,1,1,5,,,5,5,5,5,4,4,4,4,5,5,5,4,,,5,,5,,,very_satisfied,1,will_definitely_recommend,5136,0,,two_queens_daybed,77192,F65|M69,Biloxi MS,30,
27082,2017-11-09T15:19:06Z,2017-11-02,2017-11-06,Disney's All-Star Movies Resort,ORL237,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,5,,,,,,,,,,,,,,,,,,,4,3,5,5,4,4,4,1,,4,4,,4,4,4,,,,,very_satisfied,1,may_recommend,9814,1,9815,two_queen,565064,"",Cumming GA ,6,
27083,2017-11-09T15:24:39Z,2017-11-01,2017-11-06,Disney's Pop Century Resort,ORL013,,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,,3,,4,,2,,,5,,,,,,,,,,THEME,1,5,5,4,5,,,,4,5,5,5,,4,3,4,,,,,very_satisfied,1,will_definitely_recommend,8442,1,8443,two_queen,477133,"",WARREN PA,12,
27084,2017-11-09T15:41:36Z,2017-10-29,2017-11-06,Disney's Wilderness Lodge,ORL017,,,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,,4,1,5,1,5,2,1,5,5,1,1,1,,5,4,1,,,,5,4,5,5,5,5,5,5,5,5,4,5,5,5,5,,,,,very_satisfied,1,will_definitely_recommend,1034,0,,queen_plbunk,254981,F11|M14|M52,"Muncie, IN",6,
27085,2017-11-09T16:49:36Z,2017-11-01,2017-11-06,Disney's All-Star Sports Resort,ORL001,,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,,5,1,3,1,4,2,1,5,5,3,2,3,,1,5,1,3,,,4,4,5,5,5,3,4,5,4,5,5,2,4,4,5,3,1,,,very_satisfied,1,will_definitely_recommend,3136,0,,two_queen,275055,F44,Horsham,20,
27086,2017-11-09T17:05:32Z,2017-10-29,2017-11-06,Disney's Coronado Springs Resort,ORL009,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,4,1,4,1,5,4,2,5,3,3,4,4,,5,3,2,3,,,5,4,3,5,5,5,5,4,3,5,5,5,3,3,5,4,,,,very_satisfied,1,will_definitely_recommend,8222,1,8221,two_queen,469155,F6|F13|F14|M10|M41,,4,
27088,2017-11-09T18:06:54Z,2017-10-29,2017-11-04,Disney's Port Orleans Resort - Riverside,ORL015,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Disney Wilderness Lodge,5,1,3,1,3,1,1,5,5,1,3,1,,1,3,1,4,,,4,4,4,2,3,3,3,4,4,5,5,3,4,4,5,3,3,,,very_satisfied,1,may_recommend,1814,0,,two_queen,436,F37|M37,"Phillipsburg, NJ",26,
27089,2017-11-09T18:16:04Z,2017-11-01,2017-11-06,Disney's Pop Century Resort,ORL013,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,2,4,1,4,1,1,5,4,1,2,1,,3,3,1,4,,,5,4,3,4,3,4,4,4,4,5,5,,4,4,5,,,,,very_satisfied,1,will_definitely_recommend,134,0,,king_murphy,100272,F54|M64,"Germantown, WI",10,
27090,2017-11-09T19:24:57Z,2017-11-02,2017-11-06,Disney's Wilderness Lodge,ORL017,,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,4,1,4,1,4,4,3,5,1,3,3,1,,5,4,1,5,,,5,5,5,5,5,5,5,5,,5,5,,5,4,5,,,,,very_satisfied,1,will_definitely_recommend,,1,,king_daybed,383515,"","Flemington, NJ",3,
27091,2017-11-09T19:39:48Z,2017-11-06,2017-11-06,Disney's Polynesian Village Resort,ORL012,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,,5,,,,1,,,,4,,,,3,,,,,5,4,3,5,,,,4,,5,5,,3,4,3,,,,,very_satisfied,1,will_definitely_recommend,3504,0,,queen_daybed,545230,F18|F45|M23,"Stockbridge, GA",15,
27093,2017-11-09T21:44:03Z,2017-10-27,2017-10-27,Disney's All-Star Sports Resort,ORL001,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Coronado Springs Resort,5,1,5,1,5,1,1,5,5,3,3,1,,1,5,1,5,,,4,4,5,3,5,5,5,4,5,4,4,4,3,3,5,,,,,somewhat_satisfied,1,will_definitely_recommend,1122,,No,two_double,365731,"","Columbia, SC",50,
27094,2017-11-09T22:30:10Z,2017-10-28,2017-11-02,Disney's All-Star Music Resort,ORL236,,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,5,1,1,1,5,1,1,5,1,1,1,1,,1,1,5,5,quality of mattress,4,3,5,5,2,3,5,5,5,,5,5,,3,4,5,,,0,2,somewhat_satisfied,1,netural,,0,,two_double,217355,F59,copake falls NY.,16,
27095,2017-11-09T22:30:18Z,2017-11-02,2017-11-06,Disney's Animal Kingdom Lodge - Kidani Village,ORL238,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Disney grand floridian,5,2,5,5,1,4,4,4,4,4,5,5,,5,5,1,5,,,5,5,5,4,4,4,4,,,5,5,,,,5,,5,,,very_satisfied,1,will_definitely_recommend,7322,,,king,478048,"","Dulles, va",11,
27096,2017-11-09T23:21:25Z,2017-10-26,2017-11-05,Disney's All-Star Sports Resort,ORL001,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,1,4,1,4,1,1,5,5,1,2,1,,1,2,1,5,,,5,4,5,3,5,5,5,5,5,2,4,,5,5,4,,,,,very_satisfied,1,will_definitely_recommend,4163,1,4164,two_double,480951,F20|F44|M47,"New Orleans, LA",25,
27097,2017-11-10T00:20:03Z,2017-10-15,2017-10-21,Disney's Old Key West Resort,ORL011,,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Willard Inter-Continental,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4920,1,?,two_queen,313940,F9|F39|M11|M13|M41,"Loves Park, Il",10,
27098,2017-11-10T00:56:18Z,2017-10-07,2017-10-15,Disney's Caribbean Beach Resort,ORL007,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,1,,2,,,,,,,,,,,5,3,,4,,,,,,5,,2,,,,,,,4,,3,,1,,,very_satisfied,1,will_definitely_recommend,,0,,two_queens_murphy,548845,F5|M9|M34,"Athens, GA",0,
27099,2017-11-10T01:00:32Z,2017-10-15,2017-10-21,Disney's Old Key West Resort,ORL011,,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,Willard Inter-Continental,5,,,,,,,1,,4,3,,,2,,,,,,4,4,5,5,5,5,5,4,,4,,,4,2,4,,,,,somewhat_satisfied,1,may_recommend,4920,1,?,two_queen,313940,"","Loves Park, Il",10,
27100,2017-11-10T01:29:13Z,2017-10-28,2017-11-04,Disney's All-Star Music Resort,ORL236,,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,5,1,2,,4,,,3,,,,,,,,,,,,5,3,5,4,,,,4,4,5,,,4,4,5,,,,,very_satisfied,1,will_definitely_recommend,2601,0,,two_double,548505,M26|M59,"Bristol, VA",15,
27101,2017-11-10T03:00:47Z,2017-11-01,2017-11-06,Disney's Pop Century Resort,ORL013,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,,5,1,4,1,5,3,1,5,5,1,3,2,,5,3,2,2,,,5,2,2,5,4,4,4,3,5,5,5,2,2,2,4,2,1,,,somewhat_satisfied,0,may_recommend,9147,1,9148,two_queen,554881,M3|M43,Boston,5,
27103,2017-11-10T03:55:23Z,2017-10-28,2017-11-05,Disney's Polynesian Village Resort,ORL012,,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,,3,1,4,1,2,2,2,5,5,1,3,1,,5,3,1,4,,,5,5,5,3,5,4,5,5,5,5,5,4,3,4,4,4,4,,,somewhat_satisfied,1,will_definitely_recommend,3309,1,,two_queen,441680,"",Highland,5,
27105,2017-11-10T05:01:37Z,2017-11-03,2017-11-08,Disney's BoardWalk Inn,ORL005,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Port Orleans Riverside,,,4,,,,,,,,,,,,,,5,,,5,5,4,5,4,5,5,5,5,5,3,5,,,4,,5,,,very_satisfied,1,will_definitely_recommend,3311,1,,king_daybed,289963,F40|M40,"St. Louis, MO",10,
27106,2017-11-10T05:46:57Z,2017-11-02,2017-11-06,Disney's Beach Club Resort,ORL003,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Disney Yacht Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3635,1,,two_queens_daybed,515092,"","Union, KY",20,
27107,2017-11-10T12:41:31Z,2017-11-02,2017-11-07,Bay Lake Tower at Disney's Contemporary Resort,ORL239,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Disney’s vero beach,3,1,5,1,3,3,3,5,5,2,4,3,,5,3,1,5,Ability to walk to park,5,5,5,5,5,5,5,5,4,4,5,4,3,4,4,4,1,4,,,very_satisfied,1,will_definitely_recommend,7932,0,,queen_daybed,304492,F15|M50,,10,
27109,2017-11-10T15:00:50Z,2017-10-28,2017-11-04,Disney's Animal Kingdom Lodge - Kidani Village,ORL238,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,,5,,5,3,,5,5,4,4,3,,3,3,1,3,,,4,5,5,5,5,5,5,5,5,5,5,4,4,5,5,,,,,very_satisfied,1,will_definitely_recommend,7226,0,,suite,213993,F1|F1|F32|F32|M23|M28|M30|M58,"Gaithersburg, MD",25,
27110,2017-11-10T15:03:11Z,2017-11-03,2017-11-07,Disney's Saratoga Springs Resort & Spa,ORL016,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,La Quinta,4,1,3,1,3,2,1,5,4,3,2,4,,5,3,3,3,,,5,5,5,5,5,5,5,4,5,5,4,,4,3,3,,,,,very_satisfied,1,will_definitely_recommend,9721,0,,suite,95827,"","Columbia, MD",5,
27111,2017-11-10T15:33:08Z,2017-11-03,2017-11-07,Disney's All-Star Sports Resort,ORL001,,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,5,,,,4,,,,,,1,,,3,2,,,,,4,2,2,4,4,5,4,,,5,4,,3,3,4,,,,,very_satisfied,1,may_recommend,5263,1,5262,two_double,2119,F6|M41,"Fairfax, VA",9,
27115,2017-11-10T18:05:20Z,2017-10-28,2017-11-04,Disney's Beach Club Resort,ORL003,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,,,,,,,,5,,5,,,,,,5,Need to sleep 5/room,5,5,5,5,4,5,5,5,3,5,4,5,4,,,5,,,,,very_satisfied,1,will_definitely_recommend,1524,1,1522,two_queens_daybed,55870,F5|F10|F11|F14|F38|F40|F69|M5|M8|M9|M40|M45|M69,"Venetia, PA",10,
27116,2017-11-10T19:26:25Z,2017-10-27,2017-10-31,Disney's Pop Century Resort,ORL013,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,5,1,3,1,5,1,1,4,5,1,4,1,,1,1,1,5,,,3,2,4,2,,,,4,4,4,5,,5,5,3,,,,,somewhat_satisfied,1,may_recommend,1421,1,1420,two_double,534424,"","Baltimore, MD",2,
27120,2017-11-11T00:10:00Z,2017-10-18,2017-10-25,Disney's Pop Century Resort,ORL013,,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,,4,,3,,1,,,5,2,,,,,,,,,,,4,4,4,3,4,5,5,5,2,4,3,,3,3,4,,,,,somewhat_satisfied,1,may_recommend,,0,,two_double,499409,"",Wisconsin,2,
27121,2017-11-11T01:14:20Z,2017-10-11,2017-10-18,Disney's Port Orleans Resort - Riverside,ORL015,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,1,4,1,1,1,1,5,5,2,4,1,,3,4,1,5,,,4,4,3,5,4,5,5,3,5,3,5,,,,3,,,,,somewhat_satisfied,1,may_recommend,8517,0,,two_queen,572724,F21|M24,"Long Valley, NJ",2,
27122,2017-11-11T01:17:53Z,2017-11-02,2017-11-07,Disney's BoardWalk Villas,ORL006,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wyndham,4,,5,,,,,,,,,,,4,4,,,,,5,4,4,5,4,5,5,4,,5,5,4,,,5,,5,,,very_satisfied,1,will_definitely_recommend,2056,1,2058,queen_daybed,8828,F47|M45,"Rock Hill, SC",12,
27123,2017-11-11T01:28:46Z,2017-10-22,2017-10-28,Disney's Polynesian Villas & Bungalows,ORL245,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Avenue Inn,",4,1,5,1,4,3,1,5,5,4,5,3,,5,4,2,3,,,4,5,5,4,5,4,5,3,4,5,4,5,4,4,4,,4,,,very_satisfied,1,will_definitely_recommend,3909,1,3910,other,539073,F1|F4|F32|M36,Ellicott City,1,
27124,2017-11-11T02:22:06Z,2017-11-03,2017-11-07,Disney's Art of Animation Resort,ORL242,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,5,1,4,1,2,1,1,5,4,3,5,5,,3,4,2,4,,,5,4,5,4,4,4,5,4,4,4,4,4,3,2,5,,,,,very_satisfied,1,will_definitely_recommend,621,0,,suite,584543,F22|F35|M0|M0|M2|M34,,6,
27125,2017-11-11T03:05:02Z,2017-11-01,2017-11-07,Disney's All-Star Music Resort,ORL236,,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,,5,3,2,1,3,1,1,5,5,4,3,4,,4,3,3,2,,,4,4,3,3,5,5,5,3,5,5,5,5,4,4,5,,,,,somewhat_satisfied,1,may_recommend,8619,1,,two_double,,"","Newark, de",8,
27126,2017-11-11T04:44:01Z,2017-10-21,2017-11-01,Disney's Wilderness Lodge,ORL017,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comfort Inn and Suites,3,3,4,4,5,5,4,3,1,1,3,2,,5,5,1,3,,,5,4,4,5,4,4,5,3,,5,5,5,5,4,5,,5,,,very_satisfied,1,will_definitely_recommend,7046,,,two_queen,142864,F35|F42|F62|M13|M19|M19|M32|M47|M66,"Murfreesboro, Tn",3,
27127,2017-11-11T12:12:20Z,2017-11-01,2017-11-07,Disney's Port Orleans Resort - Riverside,ORL015,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Caesar’s, Disneyland Hotel, Pop Century",5,1,3,1,4,2,1,5,5,1,4,1,,2,3,1,3,,,4,4,5,5,4,5,5,4,5,5,5,5,4,4,3,,,,,very_satisfied,1,will_definitely_recommend,9017,1,9018?,two_queen,428460,F46|F46,"York, PA",40,
27128,2017-11-11T12:41:12Z,2017-10-28,2017-11-06,Disney's Port Orleans Resort - Riverside,ORL015,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,1,4,2,4,3,1,4,3,1,1,1,,1,1,1,3,,,4,3,4,5,3,4,4,2,2,5,5,3,4,4,3,,,,,somewhat_satisfied,1,may_recommend,2833,0,,king,564702,"",Houston,4,
27129,2017-11-11T12:55:50Z,2017-10-31,2017-11-08,Disney's Pop Century Resort,ORL013,,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,5,1,4,1,4,1,1,5,5,3,4,2,,5,3,1,3,,,4,5,3,4,4,5,4,4,4,5,5,4,5,4,4,,,,,very_satisfied,1,will_definitely_recommend,9368,1,9369,two_double,494170,"","Solon, Ohio",20,
27130,2017-11-11T13:46:13Z,2017-10-29,2017-11-08,Disney's Grand Floridian Resort & Spa,ORL010,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,5,5,1,3,5,4,5,5,1,4,3,,4,4,1,5,,,4,4,5,5,4,4,4,2,5,5,5,5,3,3,5,5,4,,,very_satisfied,1,will_definitely_recommend,6407,0,,two_queens_daybed,487578,F26|F60,Walsall,5,
27131,2017-11-11T14:14:25Z,2017-03-16,2017-03-20,Disney's Pop Century Resort,ORL013,,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,,3,,,,1,,,2,,,,,,,,,4,staying as part of a sports team/transportation to ESPN,5,5,4,5,4,,,,4,5,5,3,,4,,,,,,,very_satisfied,1,will_definitely_recommend,,0,,two_double,191846,F13|M45,Wood Ridge,6,
27133,2017-11-11T14:53:32Z,2017-11-04,2017-11-08,Disney's Art of Animation Resort,ORL242,,,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,,5,1,3,1,3,2,1,4,,1,4,1,,4,5,2,3,,,3,4,4,3,4,4,4,4,,4,2,4,2,4,4,,,,,neither,0,may_recommend,7270,1,?,king,546299,"",Metairie La,33,
27136,2017-11-11T16:30:41Z,2017-10-29,2017-11-08,Disney's Pop Century Resort,ORL013,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Best Western,3,3,3,1,4,1,1,5,5,1,3,1,,4,5,1,4,,,5,4,5,4,4,4,5,3,4,5,5,4,4,3,3,3,3,,,very_satisfied,1,will_definitely_recommend,3433,0,,two_double,574278,F36|M56,"San Rafael, CA",7,
27137,2017-11-11T16:48:47Z,2017-11-04,2017-11-11,Disney's Port Orleans Resort - Riverside,ORL015,Port Orleans & Cabana Bay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,,,,,,,5,3,,2,,,,,,1,,,5,3,5,5,5,4,3,5,5,5,5,,5,5,5,,5,,,very_satisfied,1,will_definitely_recommend,3725 & 1117,1,3726 & 1119,two_queens_murphy,562844,F12|F15|M16|M45,Concord NC,6,
27139,2017-11-11T17:33:25Z,2017-09-20,2017-09-23,Disney's Yacht Club Resort,ORL019,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,5,4,3,4,5,4,,4,5,4,4,4,3,,4,,,,,very_satisfied,1,will_definitely_recommend,2123,0,,king,168737,"","Pendleton, IN",12,
27140,2017-11-11T19:03:45Z,2017-11-02,2017-11-08,Disney's Pop Century Resort,ORL013,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,1,2,1,1,1,1,5,,1,3,1,,1,3,1,3,,,3,3,3,2,2,2,3,4,4,4,4,3,2,1,3,,,,,somewhat_satisfied,1,,2467,1,2466,two_double,170300,"",Hebron,10,
27141,2017-11-11T19:59:26Z,2017-11-01,2017-11-08,Disney's Polynesian Village Resort,ORL012,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,1,5,2,5,4,2,5,5,3,5,2,,4,3,2,5,,,4,3,4,4,3,2,4,4,4,4,4,4,4,4,4,3,4,,,very_satisfied,1,will_definitely_recommend,2913,1,2914,two_queens_murphy,574895,"",Minnesota,5,
27143,2017-11-12T00:36:33Z,2017-11-02,2017-11-08,Disney's Old Key West Resort,ORL011,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,4,,,,,,,,,,,5,,,,,3,,,,5,,,,,,4,,3,2,,,,,,,0,1,somewhat_satisfied,0,may_recommend,5030,0,,suite,230884,"",Redwood City ,3,
27144,2017-11-12T05:45:59Z,2017-11-02,2017-11-08,Disney's Polynesian Village Resort,ORL012,,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Autograph,3,,5,,,,,4,,,,,,2,1,,,,,5,5,4,4,5,4,4,4,4,4,4,,4,4,4,,4,,,very_satisfied,1,will_definitely_recommend,Hawaii 3534,0,,two_queens_daybed,127773,F8|F11|F41|F78|M71,"Midlothian, VA",6,
27145,2017-11-12T12:34:01Z,2017-11-03,2017-11-08,Bay Lake Tower at Disney's Contemporary Resort,ORL239,Rett Croley,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,3,1,5,1,2,2,2,2,5,3,5,5,,3,1,1,5,,,5,5,5,5,4,4,,4,4,5,5,4,3,3,5,4,5,,,very_satisfied,1,will_definitely_recommend,8211,0,,suite,504977,"",Atlanta ,3,
27146,2017-11-12T13:07:08Z,2017-10-26,2017-11-04,Disney's BoardWalk Villas,ORL006,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,1,5,2,3,3,2,5,5,2,3,2,,4,3,1,5,,,4,3,4,5,4,4,5,3,5,5,5,5,2,3,5,,4,,,very_satisfied,1,will_definitely_recommend,1125,1,1127,queen_daybed,534452,F48,houma la,12,
27147,2017-11-12T14:46:09Z,2017-08-17,2017-08-25,Bay Lake Tower at Disney's Contemporary Resort,ORL239,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BCV,,,5,1,3,4,3,5,1,2,4,4,,5,3,1,5,,,4,5,5,5,5,3,4,5,3,3,4,3,4,2,5,3,4,,,very_satisfied,1,will_definitely_recommend,,0,,suite,430481,"",Middleton MA,6,
27148,2017-11-12T15:04:31Z,2017-11-06,2017-11-09,Disney's Port Orleans Resort - French Quarter,ORL014,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ashley Cochrane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5111,1,5112,two_queen,407597,F33|F34,"Oakville, Ontario",8,
27149,2017-11-12T15:04:54Z,2017-10-10,2017-10-17,Disney's Saratoga Springs Resort & Spa,ORL016,,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,1,2,1,2,4,3,5,5,2,2,2,,3,2,2,4,,,4,4,4,4,4,4,5,1,3,2,4,3,3,4,4,,5,,,somewhat_satisfied,0,netural,2814,1,,king,312075,M13,Nolensville ,5,
27150,2017-11-12T15:22:52Z,2017-11-01,2017-11-09,Disney's Art of Animation Resort,ORL242,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,2,,3,,,,,5,4,,,,,,1,,,,,4,4,4,2,4,4,4,4,5,4,3,4,3,3,4,4,3,,,somewhat_satisfied,1,may_recommend,LM 8,0,,two_double,,F6|F37|M11|M37,"Manhattan, KS",3,
27151,2017-11-12T15:27:40Z,2017-11-06,2017-11-09,Disney's Port Orleans Resort - French Quarter,ORL014,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,1,4,1,3,1,1,5,5,1,3,1,,4,4,1,4,,,4,4,4,5,4,2,4,4,4,4,5,4,4,3,5,,,,,very_satisfied,1,will_definitely_recommend,5111,1,5112,two_queen,407597,F33|F34,"Oakville, Ontario",8,
27152,2017-11-12T15:39:24Z,2017-11-05,2017-11-08,Disney's All-Star Movies Resort,ORL237,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Disney resorts,4,,,,1,,,3,,,,,,,2,,5,,,4,4,5,4,4,5,5,4,,5,5,4,4,4,5,,,,,very_satisfied,1,will_definitely_recommend,729,,,two_double,573528,F26|M2|M4|M8,"Jesup, GA",500,
27155,2017-11-12T17:40:17Z,2017-10-28,2017-11-05,Disney's All-Star Sports Resort,ORL001,,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,,5,1,5,1,3,1,1,5,5,2,4,1,,3,5,1,3,,,5,4,5,5,4,4,5,4,5,5,5,3,5,4,5,,,,,very_satisfied,1,will_definitely_recommend,2222,1,?,two_double,483029,F31|F60,"Cork, Ireland",4,
27156,2017-11-12T19:48:05Z,2017-11-09,2017-11-09,Disney's Pop Century Resort,ORL013,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,1,3,1,4,4,1,5,5,1,3,2,,3,4,4,5,,,5,4,5,5,5,5,5,5,5,5,5,3,4,4,4,3,3,,,very_satisfied,1,will_definitely_recommend,5137,0,,two_double,575419,F8|M6|M45,Clifton VA,1,
27157,2017-11-12T19:53:45Z,2017-11-01,2017-11-07,Disney's Polynesian Villas & Bungalows,ORL245,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,3,2,4,1,3,3,2,4,4,3,4,3,,5,4,3,4,,,4,4,1,3,4,3,4,5,4,4,5,3,3,4,3,3,4,,,very_satisfied,1,will_definitely_recommend,3036,1,,two_queens_murphy,468898,"",Langhorne,10,
27158,2017-11-12T19:57:39Z,2017-10-18,2017-10-26,Disney's Grand Floridian Resort & Spa,ORL010,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,4,,3,,2,,,,,1,,,5,,4,,,5,5,5,5,,,,4,5,4,3,,5,5,4,,5,,,very_satisfied,1,will_definitely_recommend,1325,0,,suite,517130,F64|F67|M65|M68,Kingwood Tx,6,
27159,2017-11-12T21:25:49Z,2017-11-03,2017-11-08,Disney's All-Star Music Resort,ORL236,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,B Resort and Spa,5,1,3,1,1,1,1,5,5,3,2,2,,3,1,1,2,WDW perks,5,4,3,5,4,4,5,4,4,5,5,5,3,,,3,,,,,very_satisfied,1,may_recommend,3562,1,3463,two_double,408256,M13|M16,Ruckersville,5,
